,filename,result_50_features,distance_50_features,time_50_features,result_100_features,distance_100_features,time_100_features,result_200_features,distance_200_features,time_200_features,result_300_features,distance_300_features,time_300_features
166,20190217_102052.jpg,"['zaal_19__IMG_20190323_121339__02.png', 'zaal_S__IMG_20190323_122932__01.png', 'zaal_S__IMG_20190323_122907__01.png', 'zaal_S__IMG_20190323_122919__02.png', 'zaal_S__IMG_20190323_122910__01.png', 'zaal_S__IMG_20190323_122925__01.png']","[1281.0, 953.0, 1290.0, 1462.0, 455.0, 594.0]","[0.23897304099995154, 0.2372826659999987, 0.2399507920000019, 0.238338874999954, 0.24198858300002257, 0.2398560409999959]","['zaal_S__IMG_20190323_122919__04.png', 'zaal_S__IMG_20190323_122919__01.png', 'zaal_S__IMG_20190323_122907__01.png', 'zaal_S__IMG_20190323_122932__02.png', 'zaal_S__IMG_20190323_122910__01.png', 'zaal_S__IMG_20190323_122925__01.png']","[567.0, 700.0, 1062.0, 880.0, 354.0, 373.0]","[0.27461816699997144, 0.27274325000007593, 0.2769250420000162, 0.27218695799990655, 0.2713604169999826, 0.2751547089999349]","['zaal_S__IMG_20190323_122919__04.png', 'zaal_S__IMG_20190323_122919__01.png', 'zaal_S__IMG_20190323_122907__01.png', 'zaal_S__IMG_20190323_122932__02.png', 'zaal_S__IMG_20190323_122910__01.png', 'zaal_S__IMG_20190323_122925__01.png']","[420.0, 481.0, 869.0, 464.0, 297.0, 322.0]","[0.38745712500008267, 0.40017070800001875, 0.40244912499997554, 0.40055408400007764, 0.4007517079999161, 0.4081409170000825]","['zaal_S__IMG_20190323_122919__04.png', 'zaal_S__IMG_20190323_122919__01.png', 'zaal_S__IMG_20190323_122907__01.png', 'zaal_S__IMG_20190323_122932__02.png', 'zaal_S__IMG_20190323_122910__01.png', 'zaal_S__IMG_20190323_122925__01.png']","[369.0, 406.0, 650.0, 407.0, 274.0, 298.0]","[0.5345080419999704, 0.5171752910000578, 0.5352592499998536, 0.5490097499998683, 0.5171949170000971, 0.544969583000011]"
167,20190203_111148.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
168,20190217_102245.jpg,['zaal_S__IMG_20190323_123004__01.png'],[597.0],[0.24246725000000424],['zaal_S__IMG_20190323_123004__01.png'],[296.0],[0.27536095799996474],['zaal_S__IMG_20190323_123004__01.png'],[203.0],[0.4085651670000061],['zaal_S__IMG_20190323_123004__01.png'],[185.0],[0.5124628749999829]
169,20190217_105933.jpg,"['Zaal_H__20190323_120750__01.png', 'zaal_19__IMG_20190323_121434__09.png']","[585.0, 1305.0]","[0.24063179099999843, 0.24037345900001128]","['Zaal_H__20190323_120750__01.png', 'zaal_15__IMG_20190323_120146__01.png']","[548.0, 980.0]","[0.27778683299993645, 0.2793252089999214]","['Zaal_H__20190323_120750__01.png', 'zaal_15__IMG_20190323_120146__01.png']","[525.0, 768.0]","[0.3744387500000812, 0.41928437500007476]","['Zaal_H__20190323_120750__01.png', 'zaal_15__IMG_20190323_120146__01.png']","[484.0, 674.0]","[0.44587829200008855, 0.5412367910000739]"
170,20190217_105927.jpg,['Zaal_H__20190323_120646__01.png'],[710.0],[0.24067158399998334],['Zaal_H__20190323_120646__01.png'],[439.0],[0.270252457999959],['Zaal_H__20190323_120646__01.png'],[324.0],[0.3861005420000083],['Zaal_H__20190323_120646__01.png'],[295.0],[0.47788900000000467]
171,20190217_102735.jpg,['zaal_18__IMG_20190323_120709__01.png'],[808.0],[0.24953024999996387],['zaal_18__IMG_20190323_120709__01.png'],[473.0],[0.2814975000000004],['zaal_18__IMG_20190323_120709__01.png'],[374.0],[0.4152118329999439],['zaal_18__IMG_20190323_120709__01.png'],[311.0],[0.5156182919999992]
172,20190217_111749.jpg,['zaal_S__IMG_20190323_122635__01.png'],[1266.0],[0.2529451669999503],['Zaal_B__20190323_112346__01.png'],[974.0],[0.28279075000000375],['Zaal_B__20190323_112346__01.png'],[837.0],[0.40434975000005124],['zaal_2__IMG_20190323_112113__02.png'],[763.0],[0.5284364579999874]
173,20190203_110120.jpg,['Zaal_E__20190323_114600__01.png'],[447.0],[0.2465709580000066],['Zaal_E__20190323_114600__01.png'],[294.0],[0.2818313750000243],['Zaal_E__20190323_114600__01.png'],[229.0],[0.40755237500002295],['Zaal_E__20190323_114600__01.png'],[215.0],[0.5429561670000567]
174,20190203_110108.jpg,['zaal_S__IMG_20190323_122635__01.png'],[1358.0],[0.23830762500000446],['Zaal_C__20190323_112836__02.png'],[1019.0],[0.2657627080000111],['zaal_19__IMG_20190323_121447__11.png'],[858.0],[0.401427832999957],['zaal_19__IMG_20190323_121447__11.png'],[772.0],[0.5118894170000203]
175,20190217_102133.jpg,"['zaal_6__IMG_20190323_112927__01.png', 'zaal_S__IMG_20190323_122720__06.png', 'zaal_19__IMG_20190323_121142__01.png', 'zaal_2__IMG_20190323_112130__03.png']","[1518.0, 1264.0, 1397.0, 1349.0]","[0.24545249999999896, 0.24070024999997486, 0.2384345830000143, 0.24773733299997502, 0.2490075829999796]","['Zaal_C__20190323_112909__04.png', 'zaal_S__IMG_20190323_122720__04.png', 'Zaal_C__20190323_112836__12.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__08.png']","[1268.0, 1195.0, 1107.0, 847.0, 881.0]","[0.28248983399998906, 0.2766346659999499, 0.2716619999999921, 0.28654133400004866, 0.27444416600008026]","['zaal_19__IMG_20190323_121545__10.png', 'zaal_S__IMG_20190323_122720__04.png', 'Zaal_C__20190323_112836__11.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__08.png']","[1032.0, 897.0, 911.0, 758.0, 709.0]","[0.40856345800000327, 0.40281387499999255, 0.4018030000000863, 0.397313375000067, 0.4073454169999877]","['zaal_19__IMG_20190323_121545__10.png', 'zaal_S__IMG_20190323_122720__04.png', 'zaal_S__IMG_20190323_122730__01.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__08.png']","[920.0, 777.0, 849.0, 705.0, 656.0]","[0.5429430419999335, 0.5514692920000925, 0.5229809590000514, 0.5432424580001225, 0.5448286660000576]"
176,20190217_110047.jpg,['Zaal_D__20190323_113949__01.png'],[379.0],[0.2440682079999874],['Zaal_D__20190323_113949__01.png'],[242.0],[0.28424920800000564],['Zaal_D__20190323_113949__01.png'],[170.0],[0.40673483300008684],['Zaal_D__20190323_113949__01.png'],[156.0],[0.5472200000001521]
177,20190217_110709.jpg,[],[],[0.254319541999962],['Zaal_B__20190323_112346__01.png'],[228.0],[0.2859877089999827],['Zaal_B__20190323_112346__01.png'],[184.0],[0.4476536250000436],['Zaal_B__20190323_112346__01.png'],[184.0],[0.5337145829998917]
178,20190217_102430.jpg,['zaal_19__IMG_20190323_121523__10.png'],[553.0],[0.24532500000003665],['zaal_19__IMG_20190323_121523__10.png'],[280.0],[0.28109916599998996],['zaal_19__IMG_20190323_121523__10.png'],[244.0],[0.4152184159999024],['zaal_19__IMG_20190323_121523__10.png'],[207.0],[0.5300039999999626]
179,20190203_110345.jpg,['Zaal_D__20190323_113753__01.png'],[523.0],[0.2440667909999661],['Zaal_D__20190323_113753__01.png'],[301.0],[0.27712679199999],['Zaal_D__20190323_113753__01.png'],[248.0],[0.39646987499997977],['Zaal_D__20190323_113753__01.png'],[201.0],[0.5276571249999051]
180,20190203_111339.jpg,['zaal_O__IMG_20190323_124106__01.png'],[622.0],[0.2429737919999866],['zaal_O__IMG_20190323_124106__01.png'],[578.0],[0.27669362500000716],['zaal_O__IMG_20190323_124106__01.png'],[550.0],[0.40766979099998935],['zaal_O__IMG_20190323_124106__01.png'],[489.0],[0.5266345830000319]
181,20190217_101930.jpg,['zaal_P__IMG_20190323_123756__01.png'],[807.0],[0.2421034999999847],['zaal_P__IMG_20190323_123756__01.png'],[464.0],[0.2941457080000873],['zaal_P__IMG_20190323_123756__01.png'],[338.0],[0.4017904999999473],['zaal_P__IMG_20190323_123756__01.png'],[298.0],[0.5232579999999416]
182,20190217_110815.jpg,['Zaal_A__20190323_111619__01.png'],[1023.0],[0.24907341599998745],['Zaal_A__20190323_111619__01.png'],[652.0],[0.2851466250000385],['Zaal_A__20190323_111619__01.png'],[547.0],[0.41812958299999536],['Zaal_A__20190323_111619__01.png'],[509.0],[0.5387369999998555]
183,20190203_110224.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
184,20190217_111908.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
185,20190217_105955.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
186,20190203_110807.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
187,20190217_102155.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
188,20190217_102627.jpg,"['zaal_19__IMG_20190323_121354__01.png', 'zaal_15__IMG_20190323_115351__01.png', 'zaal_19__IMG_20190323_121349__01.png']","[606.0, 1369.0, 905.0]","[0.2522153749999916, 0.2387463329999946, 0.23784870800000135]","['zaal_19__IMG_20190323_121354__01.png', 'zaal_19__IMG_20190323_121342__01.png', 'zaal_19__IMG_20190323_121349__01.png']","[382.0, 529.0, 588.0]","[0.2847063750000416, 0.27960125000004155, 0.27166445799991834]","['zaal_19__IMG_20190323_121354__01.png', 'zaal_19__IMG_20190323_121342__01.png', 'zaal_19__IMG_20190323_121349__01.png']","[316.0, 430.0, 483.0]","[0.4060576660000379, 0.3875047919999588, 0.40519470899994303]","['zaal_19__IMG_20190323_121354__01.png', 'zaal_19__IMG_20190323_121342__01.png', 'zaal_19__IMG_20190323_121349__01.png']","[304.0, 358.0, 425.0]","[0.5466321659998812, 0.5713210410001466, 0.5494987500001116]"
189,20190217_112352.jpg,['zaal_19__IMG_20190323_121318__01.png'],[537.0],[0.25014345900001445],['zaal_19__IMG_20190323_121318__01.png'],[352.0],[0.28502054199998383],['zaal_19__IMG_20190323_121537__12.png'],[241.0],[0.4194833330000165],['zaal_19__IMG_20190323_121537__12.png'],[234.0],[0.5454504169999836]
190,20190217_110009.jpg,['Zaal_H__20190323_120721__01.png'],[674.0],[0.2556115410000075],['Zaal_H__20190323_120721__01.png'],[481.0],[0.2889258750000181],['Zaal_H__20190323_120721__01.png'],[410.0],[0.41269724999995105],['Zaal_H__20190323_120721__01.png'],[343.0],[0.559562625000126]
191,20190217_110021.jpg,['Zaal_D__20190323_113404__01.png'],[384.0],[0.24409412500000371],['Zaal_D__20190323_113404__01.png'],[311.0],[0.2873621669999693],['Zaal_D__20190323_113404__01.png'],[250.0],[0.39100504200007435],['Zaal_D__20190323_113404__01.png'],[218.0],[0.5407537500000217]
192,20190217_103922.jpg,[],[],[0.24351879199997484],['Zaal_B__20190323_112346__01.png'],[231.0],[0.28239016700001685],['Zaal_B__20190323_112346__01.png'],[186.0],[0.3977023329999838],['Zaal_B__20190323_112346__01.png'],[162.0],[0.5473042909998185]
193,20190217_113714.jpg,['zaal_10__IMG_20190323_113909__01.png'],[1276.0],[0.2687375830000178],['Zaal_E__20190323_114646__01.png'],[835.0],[0.2859209580000197],['Zaal_E__20190323_114646__01.png'],[684.0],[0.4170402080000031],['Zaal_E__20190323_114646__01.png'],[620.0],[0.5339147909999156]
194,20190217_111922.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
195,20190217_102209.jpg,['zaal_S__IMG_20190323_122727__01.png'],[1128.0],[0.24480091599997422],['zaal_S__IMG_20190323_122720__06.png'],[847.0],[0.2761990000000196],['zaal_S__IMG_20190323_122720__06.png'],[748.0],[0.40039262499999495],['zaal_S__IMG_20190323_122727__01.png'],[701.0],[0.5319290410000121]
196,20190217_103857.jpg,['Zaal_D__20190323_113949__01.png'],[671.0],[0.24388854100004664],['Zaal_D__20190323_113949__01.png'],[349.0],[0.27434533299992836],['Zaal_D__20190323_113949__01.png'],[264.0],[0.39379779199998666],['Zaal_D__20190323_113949__01.png'],[257.0],[0.5339836669998022]
197,20190217_102234.jpg,['zaal_19__IMG_20190323_121523__03.png'],[1489.0],[0.24750395900002786],['zaal_S__IMG_20190323_123009__01.png'],[879.0],[0.27248995800005105],['zaal_S__IMG_20190323_123009__01.png'],[409.0],[0.40258312500009197],['zaal_S__IMG_20190323_123009__01.png'],[400.0],[0.5354520420000881]
198,20190217_104447.jpg,[],[],[0.23988129200000685],['zaal_19__IMG_20190323_121139__03.png'],[1041.0],[0.27426945800004887],['zaal_19__IMG_20190323_121139__03.png'],[866.0],[0.3959557910000058],['zaal_19__IMG_20190323_121139__03.png'],[799.0],[0.5280712080000285]
199,20190217_102750.jpg,"['zaal_15__IMG_20190323_115256__01.png', 'zaal_15__IMG_20190323_120141__01.png', 'zaal_6__IMG_20190323_112927__01.png', 'zaal_S__IMG_20190323_123029__01.png']","[1342.0, 1371.0, 1486.0, 1418.0]","[0.23513750000000755, 0.2647044580000397, 0.24016083300000446, 0.24149445799997693, 0.23869674999997414]","['zaal_18__IMG_20190323_120756__01.png', 'zaal_18__IMG_20190323_120810__01.png', 'zaal_18__IMG_20190323_120814__01.png', 'zaal_15__IMG_20190323_120243__01.png', 'zaal_18__IMG_20190323_120801__01.png']","[515.0, 537.0, 877.0, 1261.0, 541.0]","[0.27338399999996454, 0.27237924999997176, 0.2775923750000402, 0.2758072499999571, 0.2750708329999725]","['zaal_18__IMG_20190323_120756__01.png', 'zaal_18__IMG_20190323_120810__01.png', 'zaal_18__IMG_20190323_120814__01.png', 'zaal_18__IMG_20190323_120805__01.png', 'zaal_18__IMG_20190323_120801__01.png']","[452.0, 440.0, 690.0, 974.0, 419.0]","[0.39673437499993724, 0.40187329100001534, 0.36766549999993003, 0.41246112499993615, 0.3989332090000062]","['zaal_18__IMG_20190323_120756__01.png', 'zaal_18__IMG_20190323_120810__01.png', 'zaal_18__IMG_20190323_120814__01.png', 'zaal_18__IMG_20190323_120805__01.png', 'zaal_18__IMG_20190323_120801__01.png']","[417.0, 386.0, 639.0, 779.0, 351.0]","[0.5159100420000868, 0.7023751250001169, 0.46300012500000776, 0.521421582999892, 0.5486395840000569]"
200,20190217_102744.jpg,['zaal_19__IMG_20190323_121537__09.png'],[1481.0],[0.25155158299997993],['zaal_18__IMG_20190323_120740__01.png'],[992.0],[0.2868282919999956],['zaal_18__IMG_20190323_120740__01.png'],[636.0],[0.40937929199992595],['zaal_18__IMG_20190323_120740__01.png'],[572.0],[0.5374800409999807]
201,20190217_110220.jpg,['zaal_19__IMG_20190323_121545__03.png'],[1378.0],[0.2477016249999906],['Zaal_G__20190323_120406__01.png'],[1158.0],[0.2841348749999497],['Zaal_G__20190323_120406__01.png'],[522.0],[0.4027699159998974],['Zaal_G__20190323_120406__01.png'],[421.0],[0.5431458329999259]
202,20190217_105639.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
203,20190217_101852.jpg,['zaal_19__IMG_20190323_121148__01.png'],[1457.0],[0.2412379169999781],['Zaal_M__20190323_123455__01.png'],[524.0],[0.2822309169999926],['Zaal_M__20190323_123455__01.png'],[391.0],[0.3886638750000202],['Zaal_M__20190323_123455__01.png'],[348.0],[0.5328680000000077]
204,20190217_111314.jpg,['zaal_19__IMG_20190323_121321__02.png'],[1364.0],[0.24330874999998287],['Zaal_E__20190323_115257__01.png'],[573.0],[0.27207562499995674],['Zaal_E__20190323_115257__01.png'],[453.0],[0.40235841599997],['Zaal_E__20190323_115257__01.png'],[413.0],[0.5383022910000363]
205,20190203_111924.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
206,20190217_102422.jpg,"['zaal_19__IMG_20190323_121250__01.png', 'zaal_19__IMG_20190323_121523__13.png', 'zaal_19__IMG_20190323_121622__04.png']","[1099.0, 1329.0, 1365.0]","[0.2507596250000006, 0.242865624999979, 0.243125665999969]","['zaal_19__IMG_20190323_121523__11.png', 'zaal_19__IMG_20190323_121523__13.png', 'Zaal_C__20190323_112909__05.png']","[444.0, 951.0, 902.0]","[0.2790130000000772, 0.28010870799994336, 0.2779233750000003]","['zaal_19__IMG_20190323_121523__11.png', 'zaal_19__IMG_20190323_121523__13.png', 'Zaal_C__20190323_112909__05.png']","[348.0, 745.0, 784.0]","[0.4076669999999467, 0.389977374999944, 0.3553086249999069]","['zaal_19__IMG_20190323_121523__11.png', 'zaal_19__IMG_20190323_121523__13.png', 'zaal_19__IMG_20190323_121523__12.png']","[288.0, 680.0, 671.0]","[0.5547445839999909, 0.555602707999924, 0.45822558300005767]"
207,20190203_110431.jpg,[],[],[0.21889075000001412],[],[],[0.23205329200004599],[],[],[0.2504769170000145],[],[],[0.33778108300020904]
208,20190217_104319.jpg,"['zaal_6__IMG_20190323_112938__01.png', 'zaal_S__IMG_20190323_122537__01.png']","[1419.0, 1482.0]","[0.2452788749999968, 0.23493637500001796]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_19__IMG_20190323_121457__11.png']","[374.0, 1146.0]","[0.2836111249999931, 0.27281125000001794]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_19__IMG_20190323_121333__02.png']","[295.0, 910.0]","[0.40180983299990203, 0.39644270799999504]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_S__IMG_20190323_122844__02.png']","[257.0, 842.0]","[0.5332072500000322, 0.526873083000055]"
209,20190217_110422.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
210,20190217_113659.jpg,['Zaal_I__20190323_121222__01.png'],[1437.0],[0.24500050000000329],['Zaal_E__20190323_114705__01.png'],[576.0],[0.2887569170000006],['Zaal_E__20190323_114705__01.png'],[504.0],[0.4046400839999933],['Zaal_E__20190323_114705__01.png'],[444.0],[0.5388496250000117]
211,20190217_110146.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
212,20190203_110551.jpg,['Zaal_A__20190323_111348__01.png'],[579.0],[0.24953812500001504],['Zaal_A__20190323_111348__01.png'],[440.0],[0.2817725840000094],['Zaal_A__20190323_111348__01.png'],[374.0],[0.41554466599995976],['Zaal_A__20190323_111348__01.png'],[347.0],[0.5501295000001392]
213,20190203_110544.jpg,['Zaal_A__20190323_111544__01.png'],[470.0],[0.2506707909999477],['Zaal_A__20190323_111544__01.png'],[353.0],[0.2803192499999341],['Zaal_A__20190323_111544__01.png'],[232.0],[0.404831333000061],['Zaal_A__20190323_111544__01.png'],[215.0],[0.5305458330001329]
214,20190217_103846.jpg,['Zaal_A__20190323_111809__01.png'],[1272.0],[0.24475370800001883],['Zaal_D__20190323_114140__01.png'],[399.0],[0.2754549589999442],['Zaal_D__20190323_114140__01.png'],[268.0],[0.4064923749999707],['Zaal_D__20190323_114140__01.png'],[239.0],[0.5358492919999662]
215,20190203_113717.jpg,"['zaal_6__IMG_20190323_112927__01.png', 'Zaal_N__20190323_124121__01.png']","[1457.0, 1411.0]","[0.23894350000000486, 0.23854625000001306]","['zaal_15__IMG_20190323_115747__01.png', 'zaal_2__IMG_20190323_112206__02.png']","[1191.0, 1132.0]","[0.2794576250000773, 0.26981808400000773]","['zaal_15__IMG_20190323_120146__01.png', 'zaal_19__IMG_20190323_121333__02.png']","[986.0, 1009.0]","[0.4182902079999167, 0.40485958300007496]","['zaal_15__IMG_20190323_120146__01.png', 'zaal_S__IMG_20190323_123023__01.png']","[862.0, 926.0]","[0.5611536659998819, 0.5467619169999125]"
216,20190203_111114.jpg,['zaal_P__IMG_20190323_123820__01.png'],[514.0],[0.2552664160000404],['zaal_P__IMG_20190323_123820__01.png'],[460.0],[0.2873832080000511],['zaal_P__IMG_20190323_123820__01.png'],[394.0],[0.4170474170000489],['zaal_P__IMG_20190323_123820__01.png'],[352.0],[0.5370179170001848]
217,20190217_103649.jpg,['zaal_P__IMG_20190323_123820__01.png'],[771.0],[0.24389795799999092],['zaal_P__IMG_20190323_123820__01.png'],[609.0],[0.27872070799992343],['zaal_P__IMG_20190323_123820__01.png'],[515.0],[0.4081728749999911],['zaal_P__IMG_20190323_123820__01.png'],[463.0],[0.5393520830000398]
218,20190217_104324.jpg,"['zaal_5__IMG_20190323_112747__01.png', 'zaal_19__IMG_20190323_121447__07.png']","[689.0, 1464.0]","[0.24732054100002188, 0.23799483300001611]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_19__IMG_20190323_121537__02.png']","[502.0, 1150.0]","[0.30410870799994427, 0.2728345420000551]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_19__IMG_20190323_121333__02.png']","[399.0, 946.0]","[0.4115292080000472, 0.389374083000007]","['zaal_5__IMG_20190323_112747__01.png', 'zaal_12__IMG_20190323_114236__01.png']","[341.0, 879.0]","[0.534324917000049, 0.5531290829999307]"
219,20190217_104456.jpg,['zaal_6__IMG_20190323_112947__01.png'],[461.0],[0.2430250419999993],['zaal_6__IMG_20190323_112947__01.png'],[268.0],[0.28391099999998914],['zaal_6__IMG_20190323_112947__01.png'],[215.0],[0.4083500000000413],['zaal_6__IMG_20190323_112947__01.png'],[191.0],[0.5395177919999696]
220,20190217_102635.jpg,['zaal_19__IMG_20190323_121346__01.png'],[405.0],[0.2418264580000482],['zaal_19__IMG_20190323_121346__01.png'],[323.0],[0.2747611249999409],['zaal_19__IMG_20190323_121346__01.png'],[248.0],[0.40288916600002267],['zaal_19__IMG_20190323_121346__01.png'],[221.0],[0.5317156670000713]
221,20190203_110815.jpg,['zaal_S__IMG_20190323_122626__01.png'],[556.0],[0.250864541999988],['zaal_S__IMG_20190323_122626__01.png'],[467.0],[0.29149058299992703],['zaal_S__IMG_20190323_122626__01.png'],[381.0],[0.416041416999974],['zaal_S__IMG_20190323_122626__01.png'],[325.0],[0.5411878339998566]
222,20190217_101857.jpg,['zaal_6__IMG_20190323_112938__01.png'],[1526.0],[0.24241979200002106],['Zaal_M__20190323_123401__01.png'],[651.0],[0.27218054100001154],['Zaal_M__20190323_123401__01.png'],[493.0],[0.40724550000004456],['Zaal_M__20190323_123401__01.png'],[456.0],[0.5386852080000608]
223,20190217_101843.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
224,20190217_101658.jpg,[],[],[0.24658654199998864],['Zaal_H__20190323_120614__01.png'],[471.0],[0.27760591699995985],['Zaal_H__20190323_120614__01.png'],[366.0],[0.41247645800001465],['Zaal_H__20190323_120614__01.png'],[346.0],[0.5518145420001019]
225,20190217_103715.jpg,['zaal_19__IMG_20190323_121604__04.png'],[1547.0],[0.25710229099996695],['zaal_P__IMG_20190323_123744__01.png'],[755.0],[0.2852427909999733],['zaal_P__IMG_20190323_123744__01.png'],[517.0],[0.4125651660000358],['zaal_P__IMG_20190323_123744__01.png'],[436.0],[0.5332361250000304]
226,20190203_110426.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
227,20190217_102145.jpg,"['zaal_S__IMG_20190323_122646__01.png', 'zaal_S__IMG_20190323_122720__02.png', 'zaal_15__IMG_20190323_115244__01.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__05.png', 'zaal_S__IMG_20190323_122720__03.png', 'zaal_S__IMG_20190323_122656__01.png', 'zaal_S__IMG_20190323_122720__06.png']","[485.0, 1087.0, 1545.0, 781.0, 915.0, 1100.0, 919.0, 714.0]","[0.24444058299997096, 0.2451061250000066, 0.24413404200004152, 0.2429557499999646, 0.23940387500005045, 0.2414432499999748, 0.2441941249999786, 0.2389171659999647]","['zaal_S__IMG_20190323_122646__01.png', 'zaal_S__IMG_20190323_122720__02.png', 'zaal_S__IMG_20190323_122720__04.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__05.png', 'zaal_S__IMG_20190323_122720__03.png', 'zaal_S__IMG_20190323_122656__01.png', 'zaal_S__IMG_20190323_122720__06.png']","[299.0, 530.0, 484.0, 431.0, 471.0, 733.0, 529.0, 501.0]","[0.28087745800007724, 0.2847603339999978, 0.27646054199999526, 0.27971941600003447, 0.27244737500006977, 0.2719727920000423, 0.2729393329999539, 0.2795614999999998]","['zaal_S__IMG_20190323_122646__01.png', 'zaal_S__IMG_20190323_122720__02.png', 'zaal_S__IMG_20190323_122720__04.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122730__01.png', 'zaal_S__IMG_20190323_122720__03.png', 'zaal_S__IMG_20190323_122656__01.png', 'zaal_S__IMG_20190323_122720__06.png']","[262.0, 419.0, 352.0, 346.0, 358.0, 542.0, 328.0, 351.0]","[0.39527179200001683, 0.41553012499991837, 0.4059106669999437, 0.3956912920000377, 0.3968657920000851, 0.404508332999967, 0.4060297089999949, 0.3994183750000957]","['zaal_S__IMG_20190323_122646__01.png', 'zaal_S__IMG_20190323_122720__02.png', 'zaal_S__IMG_20190323_122720__04.png', 'zaal_S__IMG_20190323_122720__07.png', 'zaal_S__IMG_20190323_122720__05.png', 'zaal_S__IMG_20190323_122720__03.png', 'zaal_S__IMG_20190323_122656__01.png', 'zaal_S__IMG_20190323_122720__06.png']","[245.0, 402.0, 286.0, 317.0, 326.0, 463.0, 282.0, 305.0]","[0.5439862500002164, 0.540361958000176, 0.5499050000000807, 0.5300205830001232, 0.5307990419998987, 0.5259496660000877, 0.5305829579999681, 0.5254830409999158]"
228,20190203_110156.jpg,['zaal_19__IMG_20190323_121354__01.png'],[1366.0],[0.2447727089999603],['zaal_S__IMG_20190323_122939__02.png'],[1082.0],[0.2821766250000337],['Zaal_G__20190323_120406__01.png'],[579.0],[0.40528437499995107],['Zaal_G__20190323_120406__01.png'],[447.0],[0.5452764590002062]
229,20190217_110409.jpg,['Zaal_E__20190323_115421__01.png'],[727.0],[0.24043716599999243],['Zaal_E__20190323_115421__01.png'],[543.0],[0.279285709000078],['Zaal_E__20190323_115421__01.png'],[450.0],[0.40741558299998815],['Zaal_E__20190323_115421__01.png'],[433.0],[0.5478533749999315]
230,20190217_102025.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
231,20190217_103105.jpg,[],[],[],[],[],[],[],[],[],[],[],[]
232,20190217_110151.jpg,['Zaal_G__20190323_120351__01.png'],[505.0],[0.23930412499998965],['Zaal_G__20190323_120351__01.png'],[346.0],[0.2786704999999756],['Zaal_G__20190323_120351__01.png'],[292.0],[0.4143359170000167],['Zaal_G__20190323_120351__01.png'],[271.0],[0.5609456669999417]
233,20190217_102555.jpg,['zaal_19__IMG_20190323_121300__01.png'],[1072.0],[0.24450400000000627],['zaal_19__IMG_20190323_121300__01.png'],[538.0],[0.278391332999945],['zaal_19__IMG_20190323_121300__01.png'],[355.0],[0.4551981250000381],['zaal_19__IMG_20190323_121300__01.png'],[329.0],[0.548135375000129]
234,20190217_110623.jpg,['Zaal_M__20190323_123139__01.png'],[1281.0],[0.2422739170000341],['Zaal_C__20190323_112836__08.png'],[754.0],[0.27716470899997603],['Zaal_C__20190323_112836__08.png'],[590.0],[0.5905868749999854],['Zaal_C__20190323_112836__08.png'],[480.0],[0.5269227079998018]
235,20190217_101459.jpg,['Zaal_E__20190323_114600__01.png'],[990.0],"[0.24353666700000076, 0.21923774999999068]",['Zaal_E__20190323_114600__01.png'],[624.0],"[0.27598454099995706, 0.2396857500000351]",['Zaal_E__20190323_114600__01.png'],[518.0],"[0.39029154199999994, 0.26733358299998145]","['Zaal_E__20190323_114600__01.png', 'zaal_2__IMG_20190323_112206__03.png']","[475.0, 1183.0]","[0.5238834580000002, 0.28359233299988773]"
