,filename,result_euclidean,distance_euclidean,second_distance_euclidean,time_euclidean,result_cityblock,distance_cityblock,second_distance_cityblock,time_cityblock,result_minkowski,distance_minkowski,second_distance_minkowski,time_minkowski,result_chebyshev,distance_chebyshev,second_distance_chebyshev,time_chebyshev,result_cosine,distance_cosine,second_distance_cosine,time_cosine,result_jaccard,distance_jaccard,second_distance_jaccard,time_jaccard
0,IMG_20190323_114826.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
1,IMG_20190323_114836.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,IMG_20190323_114931.jpg,"[""zaal_14__IMG_20190323_114931__01.png""]",[44.11496353149414],[53.9024772644043],[1.8481676660000002],"[""zaal_14__IMG_20190323_114931__01.png""]",[1258.44384765625],[1522.607177734375],[0.05522812500000107],"[""zaal_14__IMG_20190323_114931__01.png""]",[44.11496353149414],[53.9024772644043],[0.055046291000000025],"[""zaal_14__IMG_20190323_114931__01.png""]",[4.6558427810668945],[5.377811908721924],[0.2190149580000007],"[""zaal_14__IMG_20190323_114931__01.png""]",[0.12903177738189697],[0.196569561958313],[0.07841166599999916],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.0668932910000013]
3,IMG_20190323_114845.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,IMG_20190323_114924.jpg,"[""zaal_15__IMG_20190323_120301__01.png""]",[62.7288932800293],[63.481204986572266],[0.06024262500000077],"[""zaal_15__IMG_20190323_120301__01.png""]",[1973.84326171875],[2004.9998779296875],[0.05434504099999948],"[""zaal_15__IMG_20190323_120301__01.png""]",[62.7288932800293],[63.481204986572266],[0.05399970900000106],"[""Zaal_M__20190323_123303__01.png""]",[5.508823394775391],[5.5281524658203125],[0.21495625000000018],"[""zaal_17__IMG_20190323_120545__01.png""]",[0.32107996940612793],[0.3423105478286743],[0.07729983399999973],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06588158299999947]
5,IMG_20190323_114853.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
6,IMG_20190323_114720.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
7,IMG_20190323_114730.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,IMG_20190323_114917.jpg,"[""zaal_14__IMG_20190323_114917__01.png""]",[46.508453369140625],[64.77000427246094],[0.06736320899999981],"[""zaal_14__IMG_20190323_114917__01.png""]",[1096.6873779296875],[1571.3056640625],[0.05830920800000072],"[""zaal_14__IMG_20190323_114917__01.png""]",[46.508453369140625],[64.77000427246094],[0.054515417000001065],"[""zaal_14__IMG_20190323_114917__01.png""]",[5.702351093292236],[7.391797065734863],[0.2160727499999986],"[""zaal_14__IMG_20190323_114917__01.png""]",[0.07964456081390381],[0.15992921590805054],[0.0771955000000002],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06532733300000082]
9,IMG_20190323_114807.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,IMG_20190323_114742.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,IMG_20190323_114815.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
12,IMG_20190323_114800.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,IMG_20190323_114750.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,IMG_20190323_114601.jpg,"[""zaal_13__IMG_20190323_114601__01.png""]",[45.230194091796875],[53.441585540771484],[0.0625389589999994],"[""zaal_13__IMG_20190323_114601__01.png""]",[1154.333984375],[1378.455322265625],[0.058138250000000724],"[""zaal_13__IMG_20190323_114601__01.png""]",[45.230194091796875],[53.441585540771484],[0.056664291999998895],"[""zaal_13__IMG_20190323_114601__01.png""]",[4.9337286949157715],[5.49653434753418],[0.21735233400000098],"[""zaal_13__IMG_20190323_114601__01.png""]",[0.10645365715026855],[0.16724014282226562],[0.0759677080000003],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06785041599999886]
15,IMG_20190323_114629.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,IMG_20190323_114528.jpg,"[""zaal_13__IMG_20190323_114528__01.png""]",[45.20165252685547],[62.217193603515625],[0.06093904199999933],"[""zaal_13__IMG_20190323_114528__01.png""]",[1194.639404296875],[1698.555419921875],[0.0554863749999992],"[""zaal_13__IMG_20190323_114528__01.png""]",[45.20165252685547],[62.217193603515625],[0.05576908399999958],"[""zaal_13__IMG_20190323_114528__01.png""]",[4.792886257171631],[6.544655799865723],[0.22313275000000132],"[""zaal_13__IMG_20190323_114528__01.png""]",[0.09250795841217041],[0.21211546659469604],[0.07795779199999942],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.066872708]
17,IMG_20190323_114502.jpg,"[""zaal_13__IMG_20190323_114502__01.png""]",[73.90800476074219],[79.33479309082031],[0.06415520799999896],"[""zaal_13__IMG_20190323_114502__01.png""]",[1907.961669921875],[2047.5743408203125],[0.056118833999999396],"[""zaal_13__IMG_20190323_114502__01.png""]",[73.90800476074219],[79.33479309082031],[0.056500041999999695],"[""zaal_13__IMG_20190323_114502__01.png""]",[7.786664962768555],[7.911064147949219],[0.22091083300000136],"[""zaal_13__IMG_20190323_114502__01.png""]",[0.1616063117980957],[0.18086260557174683],[0.07808158299999945],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06851654199999935]
18,IMG_20190323_114535.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,IMG_20190323_114642.jpg,"[""zaal_13__IMG_20190323_114642__01.png""]",[35.10088348388672],[44.66779327392578],[0.06430579199999897],"[""zaal_13__IMG_20190323_114642__01.png""]",[916.216552734375],[1173.3408203125],[0.053936625000000404],"[""zaal_13__IMG_20190323_114642__01.png""]",[35.10088348388672],[44.66779327392578],[0.05499129199999864],"[""zaal_13__IMG_20190323_114642__01.png""]",[3.777393102645874],[4.355048656463623],[0.21843525000000064],"[""zaal_13__IMG_20190323_114642__01.png""]",[0.07374954223632812],[0.1188780665397644],[0.08005912499999823],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06667516599999956]
20,IMG_20190323_114444.jpg,"[""zaal_13__IMG_20190323_114444__01.png""]",[42.98825454711914],[59.21672821044922],[0.061801415999998],"[""zaal_13__IMG_20190323_114444__01.png""]",[1105.3203125],[1540.48046875],[0.05605120800000307],"[""zaal_13__IMG_20190323_114444__01.png""]",[42.98825454711914],[59.21672821044922],[0.05459079099999897],"[""zaal_13__IMG_20190323_114444__01.png""]",[5.00424861907959],[6.386331081390381],[0.2159624579999999],"[""zaal_13__IMG_20190323_114444__01.png""]",[0.08029371500015259],[0.16991454362869263],[0.07562525000000164],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06566937500000236]
21,IMG_20190323_114450.jpg,"[""zaal_13__IMG_20190323_114450__01.png""]",[54.09623336791992],[64.02339935302734],[0.06974237500000058],"[""zaal_13__IMG_20190323_114450__01.png""]",[1334.99560546875],[1517.611328125],[0.055950708000001015],"[""zaal_13__IMG_20190323_114450__01.png""]",[54.09623336791992],[64.02339935302734],[0.05826358300000223],"[""zaal_13__IMG_20190323_114450__01.png""]",[6.977546691894531],[7.844198226928711],[0.2184138750000031],"[""zaal_13__IMG_20190323_114450__01.png""]",[0.12923794984817505],[0.18423789739608765],[0.07752408400000022],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06838120800000169]
22,IMG_20190323_114519.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,IMG_20190323_114542.jpg,"[""zaal_13__IMG_20190323_114601__01.png""]",[49.387847900390625],[50.44288635253906],[0.0665633750000012],"[""zaal_13__IMG_20190323_114601__01.png""]",[1295.089111328125],[1373.7830810546875],[0.05620520900000159],"[""zaal_13__IMG_20190323_114601__01.png""]",[49.387847900390625],[50.44288635253906],[0.05656345899999948],"[""zaal_13__IMG_20190323_114542__01.png""]",[5.134672164916992],[5.8851399421691895],[0.22035649999999762],"[""zaal_13__IMG_20190323_114601__01.png""]",[0.14383983612060547],[0.15860164165496826],[0.0841447500000001],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06759204200000113]
24,IMG_20190323_114634.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,IMG_20190323_114551.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
26,IMG_20190323_114619.jpg,"[""zaal_13__IMG_20190323_114619__01.png""]",[43.95943069458008],[51.86479568481445],[0.06134933299999901],"[""zaal_13__IMG_20190323_114619__01.png""]",[1432.9337158203125],[1634.314453125],[0.054717040999999966],"[""zaal_13__IMG_20190323_114619__01.png""]",[43.95943069458008],[51.86479568481445],[0.05541766700000039],"[""zaal_S__IMG_20190323_122626__01.png""]",[4.449490070343018],[4.464818000793457],[0.21625029200000156],"[""zaal_13__IMG_20190323_114619__01.png""]",[0.1783331036567688],[0.24228018522262573],[0.07700004099999802],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06707333299999974]
27,IMG_20190323_123517.jpg,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
28,IMG_20190323_121732.jpg,"[""zaal_V__IMG_20190323_121732__01.png""]",[46.35248947143555],[59.694549560546875],[0.06165583300000321],"[""zaal_V__IMG_20190323_121732__01.png""]",[1084.98193359375],[1409.931396484375],[0.05412233299999869],"[""zaal_V__IMG_20190323_121732__01.png""]",[46.35248947143555],[59.694549560546875],[0.05449349999999953],"[""zaal_V__IMG_20190323_121732__01.png""]",[5.92460823059082],[6.9815168380737305],[0.21640437499999976],"[""zaal_V__IMG_20190323_121732__01.png""]",[0.07197213172912598],[0.11903059482574463],[0.07532949999999872],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06549245800000136]
29,IMG_20190323_121727.jpg,"[""zaal_V__IMG_20190323_121727__01.png""]",[52.16469955444336],[68.23399353027344],[0.06238654099999863],"[""zaal_V__IMG_20190323_121727__01.png""]",[1179.656494140625],[1585.003173828125],[0.055758707999999046],"[""zaal_V__IMG_20190323_121727__01.png""]",[52.16469955444336],[68.23399353027344],[0.058332875000001394],"[""zaal_V__IMG_20190323_121727__01.png""]",[6.326367378234863],[9.067049026489258],[0.22002245899999906],"[""zaal_V__IMG_20190323_121727__01.png""]",[0.07680726051330566],[0.13670235872268677],[0.08054583299999862],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06792250000000166]
30,IMG_20190323_121737.jpg,"[""zaal_V__IMG_20190323_121737__01.png"", ""zaal_2__IMG_20190323_112113__01.png""]","[53.28268814086914, 67.93695068359375]","[60.764522552490234, 69.51660919189453]","[0.0649081659999986, 0.04916737499999968]","[""zaal_V__IMG_20190323_121737__01.png"", ""zaal_19__IMG_20190323_121457__04.png""]","[1387.45556640625, 2231.09326171875]","[1555.950927734375, 2266.176025390625]","[0.05509258300000042, 0.05055208299999947]","[""zaal_V__IMG_20190323_121737__01.png"", ""zaal_2__IMG_20190323_112113__01.png""]","[53.28268814086914, 67.93695068359375]","[60.764522552490234, 69.51660919189453]","[0.055694250000001944, 0.05090462500000115]","[""zaal_V__IMG_20190323_121737__01.png"", ""zaal_19__IMG_20190323_121545__08.png""]","[6.049258232116699, 6.032715320587158]","[6.1864013671875, 6.034429550170898]","[0.21876079100000112, 0.2134699160000011]","[""zaal_V__IMG_20190323_121737__01.png"", ""zaal_19__IMG_20190323_121537__06.png""]","[0.16248852014541626, 0.5470261573791504]","[0.20619529485702515, 0.5494105219841003]","[0.07891283400000049, 0.07324233399999969]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.06773474999999962, 0.0648784159999991]"
31,IMG_20190323_121746.jpg,"[""zaal_V__IMG_20190323_121746__01.png""]",[83.81729125976562],[96.57575225830078],[0.061251124999998297],"[""zaal_V__IMG_20190323_121746__01.png""]",[2103.232666015625],[2470.26416015625],[0.054030999999998386],"[""zaal_V__IMG_20190323_121746__01.png""]",[83.81729125976562],[96.57575225830078],[0.05422862500000036],"[""zaal_V__IMG_20190323_121746__01.png""]",[8.942412376403809],[9.907877922058105],[0.21707308400000258],"[""zaal_V__IMG_20190323_121746__01.png""]",[0.18568432331085205],[0.2400367259979248],[0.07579012499999749],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06665283300000269]
32,IMG_20190323_121829.jpg,"[""zaal_V__IMG_20190323_121829__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[42.800838470458984, 67.74756622314453]","[61.31376266479492, 70.34274291992188]","[0.06352416699999708, 0.05036670799999854]","[""zaal_V__IMG_20190323_121829__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[1051.300537109375, 2441.97900390625]","[1486.5999755859375, 2449.91845703125]","[0.056470958999998544, 0.05131308300000015]","[""zaal_V__IMG_20190323_121829__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[42.800838470458984, 67.74756622314453]","[61.31376266479492, 70.34274291992188]","[0.05530791700000037, 0.05187454200000019]","[""zaal_V__IMG_20190323_121829__01.png"", ""zaal_S__IMG_20190323_122759__01.png""]","[5.007946491241455, 5.727194786071777]","[6.350244522094727, 5.881236553192139]","[0.21737537500000315, 0.21804170800000122]","[""zaal_V__IMG_20190323_121829__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[0.095905601978302, 0.44251251220703125]","[0.19893503189086914, 0.46440452337265015]","[0.07817058399999866, 0.07745116699999954]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.06552779200000103, 0.06386891700000064]"
33,IMG_20190323_121800.jpg,"[""zaal_V__IMG_20190323_121800__01.png"", ""zaal_19__IMG_20190323_121447__04.png"", ""zaal_2__IMG_20190323_112113__01.png"", ""zaal_2__IMG_20190323_112113__01.png""]","[40.93257141113281, 78.42764282226562, 63.185245513916016, 60.40353775024414]","[54.98934555053711, 78.46183013916016, 64.76341247558594, 61.33269119262695]","[0.060810374999999084, 0.05090254199999933, 0.0787830420000013, 0.05008604200000022]","[""zaal_V__IMG_20190323_121800__01.png"", ""zaal_19__IMG_20190323_121457__04.png"", ""zaal_S__IMG_20190323_122844__09.png"", ""zaal_S__IMG_20190323_122844__09.png""]","[938.9952392578125, 2605.15869140625, 2124.29443359375, 1925.61865234375]","[1349.4766845703125, 2613.27783203125, 2194.44970703125, 1946.570068359375]","[0.054264832999997736, 0.05213470800000053, 0.05286974999999927, 0.05065075000000263]","[""zaal_V__IMG_20190323_121800__01.png"", ""zaal_19__IMG_20190323_121447__04.png"", ""zaal_2__IMG_20190323_112113__01.png"", ""zaal_2__IMG_20190323_112113__01.png""]","[40.93257141113281, 78.42764282226562, 63.185245513916016, 60.40353775024414]","[54.98934555053711, 78.46183013916016, 64.76341247558594, 61.33269119262695]","[0.05453891699999858, 0.05289604200000042, 0.051901415999999756, 0.05412308300000035]","[""zaal_V__IMG_20190323_121800__01.png"", ""zaal_S__IMG_20190323_122844__02.png"", ""zaal_11__IMG_20190323_114053__01.png"", ""zaal_S__IMG_20190323_123009__01.png""]","[5.140382289886475, 6.512670993804932, 5.881811618804932, 5.56849479675293]","[6.377677917480469, 6.737850666046143, 5.896437168121338, 5.890131950378418]","[0.21757795799999968, 0.21678770900000188, 0.2155552500000013, 0.2126821250000006]","[""zaal_V__IMG_20190323_121800__01.png"", ""zaal_19__IMG_20190323_121139__03.png"", ""zaal_2__IMG_20190323_112206__03.png"", ""zaal_15__IMG_20190323_115648__01.png""]","[0.08848148584365845, 0.5389045774936676, 0.5484421849250793, 0.5852728188037872]","[0.17677539587020874, 0.5518401563167572, 0.565094381570816, 0.5878691375255585]","[0.07524095800000197, 0.07689695799999896, 0.07118683400000236, 0.07246254200000024]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.06823099999999727, 0.07086291700000302, 0.0640793749999986, 0.0625867090000014]"
34,IMG_20190323_121753.jpg,"[""zaal_V__IMG_20190323_121753__01.png""]",[54.03340530395508],[64.49807739257812],[0.06018904199999753],"[""zaal_V__IMG_20190323_121753__01.png""]",[1459.35498046875],[1755.056640625],[0.05244020900000024],"[""zaal_V__IMG_20190323_121753__01.png""]",[54.03340530395508],[64.49807739257812],[0.052594875000000485],"[""zaal_V__IMG_20190323_121753__01.png""]",[6.392655372619629],[6.648734092712402],[0.21754299999999915],"[""zaal_V__IMG_20190323_121753__01.png""]",[0.16888344287872314],[0.25183653831481934],[0.07942650000000029],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.0646094159999997]
35,IMG_20190323_121817.jpg,"[""zaal_V__IMG_20190323_121817__01.png"", ""zaal_2__IMG_20190323_112130__03.png""]","[58.433494567871094, 67.47869873046875]","[76.92317199707031, 69.9307861328125]","[0.06208641699999973, 0.05231566700000201]","[""zaal_V__IMG_20190323_121817__01.png"", ""zaal_2__IMG_20190323_112130__03.png""]","[1391.62744140625, 2252.77685546875]","[1906.670166015625, 2374.354248046875]","[0.05428445800000148, 0.05102258300000173]","[""zaal_V__IMG_20190323_121817__01.png"", ""zaal_2__IMG_20190323_112130__03.png""]","[58.433494567871094, 67.47869873046875]","[76.92317199707031, 69.9307861328125]","[0.055321166999998894, 0.0519786670000002]","[""zaal_V__IMG_20190323_121817__01.png"", ""Zaal_G__20190323_120524__01.png""]","[7.399206161499023, 6.31363582611084]","[8.340030670166016, 6.379662990570068]","[0.21916945799999965, 0.21433529199999768]","[""zaal_V__IMG_20190323_121817__01.png"", ""zaal_2__IMG_20190323_112130__03.png""]","[0.09223771095275879, 0.4223529100418091]","[0.1901211142539978, 0.43901920318603516]","[0.07965483299999931, 0.07580333299999964]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.0667272919999995, 0.06316441699999942]"
36,IMG_20190323_121750.jpg,"[""zaal_V__IMG_20190323_121750__01.png""]",[48.31370162963867],[51.1663818359375],[0.061629250000002855],"[""zaal_V__IMG_20190323_121750__01.png""]",[1151.706298828125],[1210.126708984375],[0.05481749999999863],"[""zaal_V__IMG_20190323_121750__01.png""]",[48.31370162963867],[51.1663818359375],[0.05818612500000242],"[""zaal_V__IMG_20190323_121750__01.png""]",[5.8399152755737305],[6.065827369689941],[0.21886274999999955],"[""zaal_V__IMG_20190323_121750__01.png""]",[0.10482394695281982],[0.11333942413330078],[0.07734174999999865],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06668945899999912]
37,IMG_20190323_121740.jpg,"[""zaal_V__IMG_20190323_121740__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[40.30892562866211, 74.0731430053711]","[56.865291595458984, 75.59046173095703]","[0.06363691700000018, 0.05202720799999838]","[""zaal_V__IMG_20190323_121740__01.png"", ""zaal_2__IMG_20190323_112130__03.png""]","[953.719482421875, 2508.9755859375]","[1305.346435546875, 2557.52685546875]","[0.054132374999998234, 0.05215958299999812]","[""zaal_V__IMG_20190323_121740__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[40.30892562866211, 74.0731430053711]","[56.865291595458984, 75.59046173095703]","[0.05412820799999807, 0.05140779199999912]","[""zaal_V__IMG_20190323_121740__01.png"", ""Zaal_G__20190323_120524__01.png""]","[4.264462471008301, 6.871924877166748]","[5.930480003356934, 7.092027187347412]","[0.22020466600000077, 0.2207946249999999]","[""zaal_V__IMG_20190323_121740__01.png"", ""zaal_19__IMG_20190323_121457__09.png""]","[0.07801038026809692, 0.45167189836502075]","[0.15236830711364746, 0.4633117914199829]","[0.0763348329999971, 0.07605858299999824]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.06571599999999833, 0.0748425829999988]"
38,IMG_20190323_121812.jpg,"[""zaal_V__IMG_20190323_121812__01.png""]",[61.33392333984375],[72.22413635253906],[0.07361070800000036],"[""zaal_V__IMG_20190323_121812__01.png""]",[1490.927734375],[1798.7054443359375],[0.05614216700000085],"[""zaal_V__IMG_20190323_121812__01.png""]",[61.33392333984375],[72.22413635253906],[0.06259687500000055],"[""zaal_V__IMG_20190323_121812__01.png""]",[7.156729698181152],[9.323607444763184],[0.22849320799999973],"[""zaal_V__IMG_20190323_121812__01.png""]",[0.09024697542190552],[0.16128313541412354],[0.08411395799999966],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06742945799999944]
39,IMG_20190323_121743.jpg,"[""zaal_V__IMG_20190323_121743__01.png"", ""zaal_2__IMG_20190323_112107__01.png""]","[83.92874145507812, 85.95771789550781]","[92.95277404785156, 89.34254455566406]","[0.058887166999998186, 0.05012125000000012]","[""zaal_V__IMG_20190323_121743__01.png"", ""zaal_2__IMG_20190323_112107__01.png""]","[2031.522705078125, 2736.634765625]","[2163.154296875, 2817.740234375]","[0.055991292000001636, 0.05074966599999797]","[""zaal_V__IMG_20190323_121743__01.png"", ""zaal_2__IMG_20190323_112107__01.png""]","[83.92874145507812, 85.95771789550781]","[92.95277404785156, 89.34254455566406]","[0.05381299999999811, 0.05208574999999982]","[""zaal_V__IMG_20190323_121743__01.png"", ""zaal_S__IMG_20190323_122919__03.png""]","[9.266922950744629, 8.292251586914062]","[10.893877029418945, 8.491998672485352]","[0.21683024999999745, 0.21960741600000233]","[""zaal_V__IMG_20190323_121743__01.png"", ""zaal_2__IMG_20190323_112107__01.png""]","[0.15562891960144043, 0.4632416367530823]","[0.16632288694381714, 0.5036070346832275]","[0.07900675000000135, 0.07467129200000144]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.0652874170000004, 0.0629711670000006]"
40,IMG_20190323_121804.jpg,"[""zaal_V__IMG_20190323_121804__01.png""]",[62.33561325073242],[71.72492980957031],[0.07426333400000118],"[""zaal_V__IMG_20190323_121804__01.png""]",[1475.71484375],[1676.16748046875],[0.05674520800000238],"[""zaal_V__IMG_20190323_121804__01.png""]",[62.33561325073242],[71.72492980957031],[0.05825187499999629],"[""zaal_V__IMG_20190323_121804__01.png""]",[7.5351176261901855],[7.934727191925049],[0.221977583999994],"[""zaal_V__IMG_20190323_121804__01.png""]",[0.12003308534622192],[0.15626519918441772],[0.08065395799999919],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.0722747079999948]
41,IMG_20190323_121820.jpg,"[""zaal_2__IMG_20190323_112130__03.png""]",[63.083133697509766],[64.67105102539062],[0.056509375000004525],"[""zaal_2__IMG_20190323_112130__03.png""]",[2180.73291015625],[2251.911865234375],[0.05099624999999719],"[""zaal_2__IMG_20190323_112130__03.png""]",[63.083133697509766],[64.67105102539062],[0.05163483300000138],"[""zaal_2__IMG_20190323_112130__03.png""]",[5.527865886688232],[5.7270636558532715],[0.21579487500000027],"[""zaal_2__IMG_20190323_112130__03.png""]",[0.5033620297908783],[0.509313553571701],[0.07453154200000256],"[""zaal_19__IMG_20190323_121622__09.png""]",[1.0],[1.0],[0.06302487499999643]
42,IMG_20190323_121808.jpg,"[""zaal_V__IMG_20190323_121808__01.png"", ""zaal_O__IMG_20190323_124115__01.png""]","[50.376930236816406, 86.39714050292969]","[76.73619842529297, 86.9522476196289]","[0.06171408400000189, 0.04953233399999846]","[""zaal_V__IMG_20190323_121808__01.png"", ""zaal_O__IMG_20190323_124115__01.png""]","[1200.6358642578125, 2724.865234375]","[1967.66259765625, 2788.742431640625]","[0.05651320799999837, 0.05008575000000093]","[""zaal_V__IMG_20190323_121808__01.png"", ""zaal_O__IMG_20190323_124115__01.png""]","[50.376930236816406, 86.39714050292969]","[76.73619842529297, 86.9522476196289]","[0.05368283299999632, 0.05320712500000013]","[""zaal_V__IMG_20190323_121808__01.png"", ""Zaal_C__20190323_112909__03.png""]","[5.887192726135254, 7.612338066101074]","[9.254130363464355, 7.648367404937744]","[0.2197464999999994, 0.21600508299999888]","[""zaal_V__IMG_20190323_121808__01.png"", ""zaal_19__IMG_20190323_121139__03.png""]","[0.06345212459564209, 0.4947666525840759]","[0.1971607804298401, 0.4963257312774658]","[0.07812866599999779, 0.07138645899999574]","[""zaal_19__IMG_20190323_121622__09.png"", ""zaal_19__IMG_20190323_121622__09.png""]","[1.0, 1.0]","[1.0, 1.0]","[0.06494624999999843, 0.06297087499999776]"
