,Room,Photo,path,kind
152,Zaal_M,20190323_123155,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123155.jpg,TP
153,Zaal_M,20190323_123208,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123208.jpg,TP
154,Zaal_M,20190323_123223,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123223.jpg,FN
155,Zaal_M,20190323_123249,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123249.jpg,TP
156,Zaal_M,20190323_123303,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123303.jpg,FN
157,Zaal_M,20190323_123315,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123315.jpg,FN
158,Zaal_M,20190323_123401,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123401.jpg,TP
159,Zaal_M,20190323_123455,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123455.jpg,FN
160,Zaal_M,20190323_123528,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123528.jpg,TP
161,Zaal_M,20190323_123543,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123543.jpg,FN
162,Zaal_M,20190323_123601,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123601.jpg,TP
163,Zaal_M,20190323_123614,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123614.jpg,TP
164,Zaal_M,20190323_123630,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123630.jpg,FN
165,Zaal_M,20190323_123642,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123642.jpg,TP
166,Zaal_M,20190323_123701,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123701.jpg,TP
167,Zaal_M,20190323_123723,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123723.jpg,TP
168,Zaal_M,20190323_123740,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123740.jpg,FN
169,Zaal_M,20190323_123750,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_M/20190323_123750.jpg,FN
170,Zaal_N,20190323_123901,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_123901.jpg,FN
171,Zaal_N,20190323_123939,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_123939.jpg,TP
172,Zaal_N,20190323_124009,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_124009.jpg,TP
173,Zaal_N,20190323_124030,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_124030.jpg,TP
174,Zaal_N,20190323_124105,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_124105.jpg,TP
175,Zaal_N,20190323_124121,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/Zaal_N/20190323_124121.jpg,TP
176,zaal_1,IMG_20190323_111717,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111717.jpg,TP
177,zaal_1,IMG_20190323_111717,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111717.jpg,FP
178,zaal_1,IMG_20190323_111739,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111739.jpg,FN
179,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,TP
180,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,TP
181,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,TP
182,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,FN
183,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,FN
184,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,FN
185,zaal_1,IMG_20190323_111749,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111749.jpg,FN
186,zaal_1,IMG_20190323_111804,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111804.jpg,TP
187,zaal_1,IMG_20190323_111817,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111817.jpg,TP
188,zaal_1,IMG_20190323_111828,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111828.jpg,TP
189,zaal_1,IMG_20190323_111837,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111837.jpg,TP
190,zaal_1,IMG_20190323_111845,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111845.jpg,TP
191,zaal_1,IMG_20190323_111845,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111845.jpg,TP
192,zaal_1,IMG_20190323_111852,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111852.jpg,TP
193,zaal_1,IMG_20190323_111858,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111858.jpg,TP
194,zaal_1,IMG_20190323_111858,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_1/IMG_20190323_111858.jpg,FP
195,zaal_10,IMG_20190323_113818,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113818.jpg,TP
196,zaal_10,IMG_20190323_113824,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113824.jpg,FN
197,zaal_10,IMG_20190323_113829,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113829.jpg,FP
198,zaal_10,IMG_20190323_113829,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113829.jpg,FN
199,zaal_10,IMG_20190323_113834,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113834.jpg,TP
200,zaal_10,IMG_20190323_113840,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113840.jpg,TP
201,zaal_10,IMG_20190323_113846,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113846.jpg,TP
202,zaal_10,IMG_20190323_113859,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113859.jpg,TP
203,zaal_10,IMG_20190323_113904,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113904.jpg,TP
204,zaal_10,IMG_20190323_113909,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113909.jpg,TP
205,zaal_10,IMG_20190323_113915,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113915.jpg,TP
206,zaal_10,IMG_20190323_113920,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113920.jpg,TP
207,zaal_10,IMG_20190323_113924,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113924.jpg,TP
208,zaal_10,IMG_20190323_113929,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113929.jpg,TP
209,zaal_10,IMG_20190323_113933,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113933.jpg,TP
210,zaal_10,IMG_20190323_113938,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_10/IMG_20190323_113938.jpg,TP
211,zaal_11,IMG_20190323_114030,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114030.jpg,TP
212,zaal_11,IMG_20190323_114036,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114036.jpg,TP
213,zaal_11,IMG_20190323_114042,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114042.jpg,TP
214,zaal_11,IMG_20190323_114048,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114048.jpg,TP
215,zaal_11,IMG_20190323_114053,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114053.jpg,TP
216,zaal_11,IMG_20190323_114059,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114059.jpg,TP
217,zaal_11,IMG_20190323_114105,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114105.jpg,TP
218,zaal_11,IMG_20190323_114113,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114113.jpg,TP
219,zaal_11,IMG_20190323_114121,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114121.jpg,TP
220,zaal_11,IMG_20190323_114127,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_11/IMG_20190323_114127.jpg,TP
221,zaal_12,IMG_20190323_114204,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_12/IMG_20190323_114204.jpg,FN
222,zaal_12,IMG_20190323_114236,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_12/IMG_20190323_114236.jpg,TP
223,zaal_12,IMG_20190323_114236,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_12/IMG_20190323_114236.jpg,FP
224,zaal_12,IMG_20190323_114238,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_12/IMG_20190323_114238.jpg,TP
225,zaal_12,IMG_20190323_114244,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_12/IMG_20190323_114244.jpg,TP
226,zaal_13,IMG_20190323_114444,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114444.jpg,TP
227,zaal_13,IMG_20190323_114450,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114450.jpg,TP
228,zaal_13,IMG_20190323_114502,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114502.jpg,TP
229,zaal_13,IMG_20190323_114519,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114519.jpg,FN
230,zaal_13,IMG_20190323_114528,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114528.jpg,TP
231,zaal_13,IMG_20190323_114535,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114535.jpg,FN
232,zaal_13,IMG_20190323_114542,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114542.jpg,TP
233,zaal_13,IMG_20190323_114551,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114551.jpg,FN
234,zaal_13,IMG_20190323_114601,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114601.jpg,TP
235,zaal_13,IMG_20190323_114619,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114619.jpg,TP
236,zaal_13,IMG_20190323_114629,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114629.jpg,FN
237,zaal_13,IMG_20190323_114634,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114634.jpg,FN
238,zaal_13,IMG_20190323_114642,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_13/IMG_20190323_114642.jpg,TP
239,zaal_14,IMG_20190323_114720,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114720.jpg,FN
240,zaal_14,IMG_20190323_114730,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114730.jpg,FN
241,zaal_14,IMG_20190323_114742,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114742.jpg,FN
242,zaal_14,IMG_20190323_114750,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114750.jpg,FN
243,zaal_14,IMG_20190323_114800,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114800.jpg,FN
244,zaal_14,IMG_20190323_114807,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114807.jpg,FN
245,zaal_14,IMG_20190323_114815,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114815.jpg,FN
246,zaal_14,IMG_20190323_114826,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114826.jpg,FN
247,zaal_14,IMG_20190323_114836,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114836.jpg,FN
248,zaal_14,IMG_20190323_114845,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114845.jpg,FN
249,zaal_14,IMG_20190323_114853,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114853.jpg,FN
250,zaal_14,IMG_20190323_114917,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114917.jpg,TP
251,zaal_14,IMG_20190323_114924,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114924.jpg,FN
252,zaal_14,IMG_20190323_114931,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_14/IMG_20190323_114931.jpg,TP
253,zaal_15,IMG_20190323_115217,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115217.jpg,TP
254,zaal_15,IMG_20190323_115222,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115222.jpg,TP
255,zaal_15,IMG_20190323_115237,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115237.jpg,TP
256,zaal_15,IMG_20190323_115244,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115244.jpg,TP
257,zaal_15,IMG_20190323_115249,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115249.jpg,TP
258,zaal_15,IMG_20190323_115256,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115256.jpg,TP
259,zaal_15,IMG_20190323_115301,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115301.jpg,FN
260,zaal_15,IMG_20190323_115313,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115313.jpg,TP
261,zaal_15,IMG_20190323_115319,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115319.jpg,TP
262,zaal_15,IMG_20190323_115325,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115325.jpg,TP
263,zaal_15,IMG_20190323_115334,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115334.jpg,TP
264,zaal_15,IMG_20190323_115351,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115351.jpg,TP
265,zaal_15,IMG_20190323_115356,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115356.jpg,TP
266,zaal_15,IMG_20190323_115509,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115509.jpg,TP
267,zaal_15,IMG_20190323_115515,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115515.jpg,TP
268,zaal_15,IMG_20190323_115520,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115520.jpg,FN
269,zaal_15,IMG_20190323_115527,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115527.jpg,FN
270,zaal_15,IMG_20190323_115532,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115532.jpg,FN
271,zaal_15,IMG_20190323_115539,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115539.jpg,FN
272,zaal_15,IMG_20190323_115546,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115546.jpg,FN
273,zaal_15,IMG_20190323_115551,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115551.jpg,FN
274,zaal_15,IMG_20190323_115559,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115559.jpg,FN
275,zaal_15,IMG_20190323_115648,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115648.jpg,TP
276,zaal_15,IMG_20190323_115715,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115715.jpg,TP
277,zaal_15,IMG_20190323_115723,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115723.jpg,TP
278,zaal_15,IMG_20190323_115729,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115729.jpg,TP
279,zaal_15,IMG_20190323_115734,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115734.jpg,TP
280,zaal_15,IMG_20190323_115742,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115742.jpg,TP
281,zaal_15,IMG_20190323_115747,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115747.jpg,TP
282,zaal_15,IMG_20190323_115808,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115808.jpg,TP
283,zaal_15,IMG_20190323_115813,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115813.jpg,TP
284,zaal_15,IMG_20190323_115822,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115822.jpg,FN
285,zaal_15,IMG_20190323_115911,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115911.jpg,TP
286,zaal_15,IMG_20190323_115916,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115916.jpg,TP
287,zaal_15,IMG_20190323_115919,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115919.jpg,TP
288,zaal_15,IMG_20190323_115924,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115924.jpg,TP
289,zaal_15,IMG_20190323_115940,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115940.jpg,TP
290,zaal_15,IMG_20190323_115940,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115940.jpg,FP
291,zaal_15,IMG_20190323_115940,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115940.jpg,FP
292,zaal_15,IMG_20190323_115950,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115950.jpg,TP
293,zaal_15,IMG_20190323_115959,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_115959.jpg,TP
294,zaal_15,IMG_20190323_120003,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_120003.jpg,TP
295,zaal_15,IMG_20190323_120008,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_120008.jpg,TP
296,zaal_15,IMG_20190323_120015,/media/robbedec/BACKUP/ugent/master/computervisie/project/data/Computervisie 2020 Project Database/dataset_pictures_msk/zaal_15/IMG_20190323_120015.jpg,TP
